Statement_id,Title,Category,Technology_Bucket,Datasetfile,Description,Department,Organisation
SIH1604,Conversational Image Recognition Chatbot,Software,Smart Automation,"A good dataset will contribute to a model with good precision and recall. In the realm of object detection in images or motion pictures, there are some household NAmes commonly used and referenced by researchers and practitioners. The NAmes in the list include Pascal, ImageNet, SUN, and COCO.","Background: Ever since the birth of AI and computer vision, modeling conversations remains one of the field’s challenges, especially to combine both natural language processing and image recognition. Chatbots are now widely used as part of platform as applications like Apple’s Siri, Google’s Google Assistant or Microsoft’s Cortana. Detailed Description: Generally, a conversational Chatbot is an application that is able to communicate with humans using natural language. However there exists a need for an image recognition deep learning based Chatbot is an application to recognize the images, uploaded by user and answer the questions about the image. The main problem domain of this project is building a image recognization Chatbot, which is capable of recognize the object in an image and generating the best response for any the user’s query about the image. Expected Solution: Image recognition Chatbot is expected to detect the object in the image and have the related dialog of the image after training, also have understanding of the sender’s messages so that it can predict which sort of response will be relevant and it must be correct lexically and grammatically while generating the reply.",SBU-BEL,Bharat Electronics Limited (BEL)
SIH1605,Women Safety Analytics – Protecting Women from safety threats,Software,Miscellaneous,NULL,"Background: The growing concern for the safety of women and the increase in crimes against women in various cities, highlight the need for advanced surveillance and analytical solutions to protect women from various possible threats. We need a promising approach to address these issues through real-time threat detection software. Detailed Description: By leveraging advanced analytics through real-time monitoring, Women Safety Analytics should create safer environments for women and assist law enforcement in effectively addressing and preventing crimes against women. The proactive approach of detecting anomalies and generating alerts can play a crucial role in enhancing public safety and fostering a secure atmosphere for women. Women safety analytics software should continuously monitor the scene to count the number of men and women present, offering insights into gender distribution in specific locations and times. It should identify unusual patterns, such as a lone woman at night, unusual gestures and generates alerts to pre-empt potential incidents. Advantages of the system: ? By providing real-time monitoring and alerts, the system helps to create a safer environment for women. ? Early detection enables law enforcement to intervene before situations escalate. ? Continuous analysis provides valuable data to identify hotspots and trends, aiding in strategic planning for city safety Expected Solution: Women safety analytics should include the following functionalities 1. Person detection along with Gender Classification 2. Gender Distribution : Count the number of men and women present in the scene 3. Identifying a Lone Woman at Night time 4. Detection of a Woman Surrounded by Men 5. Recognizing SOS situation through gesture analytics 6. Identifying hotspots where incidents are more likely to occur, based on the past alerts",SBU-BEL,Bharat Electronics Limited (BEL)
SIH1606,Micro-Doppler based Target Classification,Software,Robotics and Drones,NULL,"Description: The world today has bought on a need to pay increased attention to safety and security issues, for example, search and rescue operations, surveillance, and protection of critical infrastructure. These tasks are often labour intensive and potentially dangerous. This provides an incentive to create systems that aid operators to gain situational awareness. In this regard, unmanned aerial vehicles, pose a significant threat to privacy and security. To understand and assess this threat, classification between different drone models and types is required. One way in which this has been demonstrated experimentally is through this use of micro-Doppler information from radars. Normally birds and drones are often confused and there is need for a method which clarifies their corresponding class. Background: Due to substantial increase in the number of affordable drones in the consumer market and their regrettable misuse, there is a need for efficient technology to detect drones in airspace. Drone and birds both include micro-Doppler signatures due to their propeller blade rotation and wing beats respectively. These distinctive features can then be used to differentiate a drone from a bird, along with studying them separately. Detailed Description: Classification of drones and non-drones using micro-Doppler signatures captured from Radar as a sensor. Moving parts of an object produce modulated Doppler components called micro-Doppler. The modulated Doppler signature is presented as added components to the Doppler signature of the drone body. Due to rotating blades, frequency modulated components, which are quite revealing, are produced. To observe the time varying micro-Doppler’s, received FMCW should be processed by Joint time-frequency analysis. A Conventional air surveillance radar system(operating usually at L-Band or S-Band) can rely on the radar cross section(RCS) of an aircraft for detection, but this may not always provide reliable detection, but this may not always provide reliable detection in case of drones. Even if a dedicated system is built to be sensitive enough to detect small object like a drone, just RCS information is not adequate. Birds have similar physical size to drones and also will fly at similar altitude and speeds. A reliable drone detection radar system must have the capability to discriminate between a drone and a bird. And hence micro-Doppler signature analysis is the key parameter for classification. Expected Solution: Input: The micro-Doppler signatures of drones and bird Output: Class of the object(Drone or Bird)",SBU-BEL,Bharat Electronics Limited (BEL)
SIH1607,"A smart AI based solution for traffic management on routes with heavy traffic from different directions, with real-time monitoring and adaptation of traffic light timings",Software,Smart Automation,NULL,"Background: Urban areas often face significant traffic congestion, especially at intersections where multiple routes converge. Traditional traffic management systems rely on pre-set traffic light timings, which may not adapt well to fluctuating traffic conditions. This can lead to increased waiting times, fuel consumption, and emissions. Description: An AI-based traffic management system can dynamically adjust traffic light timings based on real-time traffic data, improving traffic flow and reducing congestion. Expected Solution: Problem statement is to develop a smart, AI-based traffic management system that can monitor traffic conditions in real-time and adapt traffic light timings accordingly. The system should be capable of handling heavy traffic from multiple directions and optimizing traffic flow to minimize delays and improve overall efficiency.",Department of Science and Technology,Department of Science and Technology
SIH1608,"Enhancing Monitoring and Management of Research, IPR, Innovation, and Start-ups in Gujarat State",Software,Smart Education,NULL,"Background: Gujarat has long been a leader in fostering innovation and entrepreneurship. The state is home to numerous research institutions, start-ups, and innovation hubs that drive economic growth and technological advancement. However, the current systems for monitoring and managing research activities, intellectual property rights (IPR), innovation developments, and start-up growth are fragmented and inefficient. Information is dispersed across various departments and organizations, leading to challenges in data accessibility, transparency, resource allocation, and overall management. To address these issues, there is a need for a comprehensive web application that can unify and streamline these processes, enhancing efficiency and productivity. Detailed Description: The proposed comprehensive web application aims to address the key challenges faced in monitoring and managing research, IPR, innovation, and start-ups in Gujarat. The application will serve as a centralized platform to integrate various functions and provide seamless access to information and resources. The key features of the web application include: Unified Data Repository: A centralized database where all research projects, patents, innovations, and start-up information are stored and easily accessible. Transparent Monitoring: Tools for stakeholders to track the progress and outcomes of research projects, innovation developments, and start-up growth, ensuring greater transparency. Efficient Resource Allocation: Mechanisms to optimize the allocation of resources, such as funding and mentorship, based on real-time data and insights. IPR Management: A streamlined process for managing intellectual property rights, including patent applications, status tracking, and protection of intellectual property. Support for Innovators and Start-ups: Access to resources, mentorship, and support services for innovators and entrepreneurs, facilitating their growth and success. Collaboration Tools: Features to enhance collaboration among researchers, innovators, policy makers, and other stakeholders, fostering a cohesive ecosystem. Data-Driven Insights: Analytics and reporting tools to provide data-driven insights for policy makers and funding agencies to make informed decisions. The application will cater to various users, including researchers, innovators, entrepreneurs, policy makers, investors, funding agencies, and IPR professionals. By integrating all these functions into a single platform, the application will address the inefficiencies and fragmentation currently hindering the growth and success of research and innovation in Gujarat. Researchers and Academics: Require a platform to manage and track their research projects, collaborations, and funding. Innovators and Entrepreneurs: Need a centralized system to access resources, support, and information related to their innovations and start-ups Policy Makers and Government Bodies: Require data-driven insights to make informed decisions on resource allocation and policy formulation. Investors and Funding Agencies: Need a transparent system to evaluate and support promising research projects and start-ups. IPR Professionals: Require an efficient system to manage patent applications, track IPR statuses, and protect intellectual property. Expected Solution: The implementation of this comprehensive web application is expected to yield significant positive outcomes: Centralized Data Repository: Establishment of a unified platform where all relevant data is stored, reducing fragmentation and improving data accessibility. Increased Transparency: Enhanced transparency in tracking progress and outcomes of various projects, facilitating better oversight and accountability. Better Resource Utilization: More effective allocation and utilization of resources, leading to improved outcomes for research and innovation projects. Accelerated Innovation: Faster and more efficient innovation processes due to improved support systems and collaboration opportunities. Economic Growth: Increased start-up success rates and innovation outputs, contributing to the overall economic growth of Gujarat. Enhanced IPR Protection: More efficient and effective management of intellectual property rights, reducing delays and improving protection for innovators. In summary, the proposed web application aims to create a more efficient, transparent, and supportive environment for research, IPR management, innovation, and start-up growth in Gujarat. By addressing the current challenges and leveraging modern technology, the application will significantly enhance the state's capacity to foster and sustain innovation and entrepreneurship.",Education Department,Government of Gujarat
SIH1609,Implementation of the Alumni Association platform for the University/Institute.,Software,Smart Education,NULL,"Background: Alumni associations play a pivotal role in fostering lifelong connections between graduates and their alma mater, facilitating networking, mentorship, and philanthropic support. However, many alumni associations face challenges in maintaining engagement, facilitating donations, and providing valuable services such as job networking and tracking alumni success stories. A comprehensive Alumni Association platform for a University/Institute, encompassing both web and mobile applications, aims to address these challenges effectively. Detailed Description: The proposed Alumni Association platform for the Government Engineering College will feature robust functionalities accessible through both web and mobile applications: Alumni Registration: User-friendly registration processes on both web and mobile platforms, allowing alumni to join the association, update their profiles, and stay connected with peers and the institution. Donation Portal: Secure mechanisms on both platforms for alumni to contribute donations easily and support various initiatives and projects undertaken by the college, fostering a culture of philanthropy. Networking Hub: Dedicated sections on both platforms to connect alumni based on shared interests, professions, and geographic locations, facilitating professional networking, mentorship, and collaboration opportunities. Job Portal: Integrated job search and posting features accessible via web and mobile apps, enabling alumni to explore career opportunities, post job openings, and connect with potential employers within the alumni network. Alumni Directory: Search functionalities available on both platforms to find alumni based on different criteria such as graduation year, field of study, industry, location, etc., promoting networking and community building. Success Story Tracking: Features on both web and mobile apps to showcase and track alumni achievements, success stories, and notable contributions to society, inspiring current students and fostering pride among alumni. Events and Reunions: Announcements, registrations, and management tools available on both platforms for organizing alumni events, reunions, workshops, and professional development sessions to maintain engagement and connection. Feedback and Surveys: Channels on both web and mobile apps for alumni to provide feedback on their experiences, suggest improvements, and participate in surveys to help shape future initiatives of the association. The platform will prioritize user experience, security, and scalability across both web and mobile applications to cater to the diverse needs of the Government Engineering College's alumni community. Expected Solution: Implementation of the Alumni Association platform for the Government Engineering College, comprising both web and mobile applications, is expected to achieve several positive outcomes: Enhanced Alumni Engagement: Seamless access to networking, career opportunities, and alumni events through web and mobile apps will strengthen connections among alumni, fostering a vibrant and active community. Increased Philanthropic Support: Convenient donation processes accessible via both platforms will encourage alumni to contribute towards the college's growth and development initiatives. Career Advancement: Access to job postings, mentorship opportunities, and professional networking on mobile devices will support alumni in their career growth and advancement. Knowledge Sharing: Exchange of knowledge, experiences, and best practices facilitated through both web and mobile apps will enrich professional development and lifelong learning initiatives. Pride and Recognition: Highlighting alumni achievements and success stories on both platforms will instill pride in the alma mater and inspire current students to excel in their academic and professional pursuits. Community Building: Interactive features available on both web and mobile apps will nurture a sense of belonging and camaraderie among alumni, strengthening their bond with the institution. In summary, the Alumni Association platform for the University/Institute, integrated with both web and mobile applications, aims to create a dynamic and supportive ecosystem where alumni can connect, contribute, and thrive, thereby enriching the overall educational experience and legacy of the institution.",Education Department,Government of Gujarat
SIH1610,Learning App for Deaf And Mute and sign language-English/Gujarati converter,Software,Smart Education,NULL,"Background: “Inclusivity” is the motto of Education department, Government of Gujarat. Opportunity for all is the new slogan and The Indian Government has come up with Indian Sign Language. There has been lot of work in done in American sign language and focusing on interpretation in English. Majority schools in India adopt local language. In Gujarat, the deaf and mute students would be learning Gujarati by sign language. There are two general methods of deaf education are manualism and oralism..The students learn at school but at home if they want to practice material in Digital form is in limited form especially considering Indian Sign Language and Gujarati as local language. Detailed Description: The proposed comprehensive Mobile Application aims to address the key challenges faced in learning beyond classroom by deaf and mute students. The key features of the application include: Interpretation of Alphabets and numbers in Gujarati: Explaining the alphabets and numbers in Gujarati. The students first should learn and then should get writing pad to practice the writing of alphabets and numbers. Words and Sentences: Explaining the basic words starting from each Gujarati alphabet for example ? –???. Writing Exercises based on this Mathematics : Tables. Basic calculation Sum, Subtract, Multiplication, division in Gujarati. Writing problems for assessment of learning. Science : Prepare learning of science principles to sign language tutorials and writing exercises based on this. Conversion of Gujarati sentences to Sign Language and vice versa: If some Gujarati news/ articles are fed, they should be converted to sign language Conversion of speech to sign Language and vice versa: If some Gujarati conversation/addressing is taking place, they should be converted to sign language Data Analytics : Report card of the student to assess his/her learning of Mathematics and Science The application will cater to various users, including teachers, students, parents and HR(company). By integrating all these functions into a single Application , the application will address the lack of resources and bridge of communication gap. Teachers: Get a platform for teaching and can give repeated exercises to fine tune students with Mathematics and science. . Students: Learning platform where they can learn at their own pace and do the exercises. Parents: Helping aid for parents who do not know sign language. HR: Inclusivity is part of company policy also. While interviewing speech to text and text to speech will be helpful. Expected Solution: The implementation of this comprehensive Mobile application is expected to yield significant positive outcomes: Learning of Basic Mathematics and Science: Establishment of a unified platform where all relevant data is stored, reducing fragmentation and improving data accessibility. Increased Communication: Enhanced transparency in tracking progress and outcomes of various projects, facilitating better oversight and accountability. Better Assessment of learning: More effective allocation and utilization of resources, leading to improved outcomes for research and innovation projects. Including specially abled to mainstream : Conversion of text to sign language, speech to sign language and vice versa will narrow down the communication gap that arises due to non understanding of sign language. In summary, the proposed Mobile application aims to create a more efficient and supportive environment for learning to deaf and mute students in Gujarat. By addressing the current challenges and leveraging modern technology, the application will significantly enhance the learning ability of specially abled students.",Education Department,Government of Gujarat
SIH1611,Drone-Based Intelligent System for Apple Orchard Management in Himachal Pradesh,Hardware,"Agriculture, FoodTech & Rural Development",NULL,"Background: Himachal Pradesh, a northern state in India, is renowned for its apple production, contributing significantly to the local economy and livelihoods. With an annual apple production of approximately 600,000 metric tons, the region's apple orchards face challenges related to tree health monitoring, nutrient management, pest and disease control, and accurate production estimation. Traditional methods for managing these aspects are labor-intensive, time-consuming, and often lack precision. Modern technology, particularly drone-based systems, offers a promising solution to enhance efficiency, accuracy, and profitability in apple orchard management. Description: 1. Monitoring Tree Health Objective: Utilize drone technology to monitor the health of apple trees across extensive orchards efficiently. Method: • Multispectral Imaging: Drones equipped with multispectral cameras will capture detailed images of apple orchards. These images can be analyzed to assess various health parameters such as chlorophyll content, leaf moisture, and overall vitality of the trees. • Thermal Imaging: Thermal sensors can detect temperature variations in the canopy, helping identify water stress and early signs of disease or pest infestation. Implementation: • Regular drone flights over the orchards, especially during critical growth stages. • Image analysis using AI algorithms to detect anomalies and provide actionable insights to farmers. 2. Managing Nutrients, Pests, and Diseases Objective: Develop an integrated pest and nutrient management system using drones for precise application and monitoring. Method: • Precision Agriculture: Drones can apply fertilizers, pesticides, and fungicides precisely where needed, reducing wastage and environmental impact. • Real-Time Monitoring: Continuous monitoring for signs of nutrient deficiencies, pest outbreaks, or disease symptoms using advanced imaging techniques. • Data Analytics: Use of machine learning to predict pest and disease outbreaks based on historical data and current environmental conditions. Implementation: • Implementing a scheduled drone surveillance program to monitor and apply treatments as needed. • Training local farmers on interpreting data and taking timely actions based on drone-generated reports. 3. Production Estimation Objective: Accurately estimate apple production to facilitate better planning and market strategies. Method: • Image Analysis: Using high-resolution images to count blossoms and estimate fruit set. • Machine Learning Models: Developing models that predict yield based on factors like tree health, climatic conditions, and historical yield data. Implementation: • Conducting pre-harvest drone surveys to estimate production. • Using data to optimize logistics, storage, and market supply. 4. Creating Marketing Tools Objective: Leverage technology to create effective marketing tools that enhance the visibility and profitability of apple produce. Method: • Virtual Tours: Creating virtual tours of apple orchards using drone footage to attract tourists and buyers. • Traceability Systems: Implementing blockchain-based traceability to provide end consumers with information about the origin, quality, and journey of apples. • Digital Marketing: Using drone-generated content for promotional campaigns on social media and other digital platforms. Implementation: • Developing a user-friendly platform for virtual tours and traceability information. • Collaborating with marketing experts to create engaging content and campaigns. Expected Solution: The implementation of a drone-based intelligent system in the apple orchards of Himachal Pradesh is expected to bring multiple benefits: 1. Enhanced Tree Health Monitoring: Improved early detection of health issues will lead to timely interventions, resulting in healthier trees and better yields. 2. Efficient Nutrient and Pest Management: Precision application of inputs will reduce costs and environmental impact while maintaining high productivity. 3. Accurate Production Estimation: Reliable yield forecasts will aid in better planning and decision-making, reducing wastage and maximizing profits. 4. Innovative Marketing Tools: Advanced marketing strategies will increase the visibility of Himachal apples in national and international markets, boosting sales and brand recognition.",Technical Education Department,Government of Himachal Pardesh
SIH1612,Automated Bus Scheduling and Route Management System for Delhi Transport Corporation,Software,Smart Vehicles,NULL,"Background: Efficient bus scheduling and route planning are essential for the smooth operation of public bus transport services. Currently, the Delhi Transport Corporation (DTC) relies on manual methods for scheduling and planning, which are time-consuming and resource-intensive. To improve operational efficiency, reduce errors, and enhance service reliability, DTC needs an automated software solution capable of handling both linked and unlinked duty scheduling. Additionally, the solution should facilitate route management by mapping all existing routes and highlighting overlaps with proposed new routes. This project aims to develop a comprehensive software solution to streamline bus scheduling, optimize resource utilization, and improve route planning. Detailed Description: The Automated Bus Scheduling and Route Management System will utilize lgorithms, data analytics, and geographic information system (GIS) technologies to automate various aspects of bus scheduling and route management. The system will potentially include (but not limited to) features such as: Linked Duty Scheduling: Assign a specific crew to a bus at the start of their duty, ensuring they remain with the bus throughout their shift. Provide tools to manage and monitor crew and bus assignments for better familiarity and accountability. Unlinked Duty Scheduling: Allow crews to hand over buses to other crew members after assigned completing their trips. Manage rest periods for crew menbers and after their reassign them to different buses rest period. Route Management: Map all existing routes and provide a visual representation of the bus network. Enable users to draw new routes and automatically highlight overlaps with existing routes. Optimize route planning to reduce congestion and improve service coverage. Expected Output: A fully functional prototype of the Automated Bus Scheduling and Route Management System demonstrating the above features through the integration of algorithms, data analytics, and GIS technologies. The system will offer a user-friendly interface for schedulers, planners, and managers to interact with the system, manage schedules, plan routes, and access real-time data and reports.","University School of Information, Communication and Technology (USICT), Guru Gobind Singh Indraprastha University(GGSIPU), Government of NCT of Delhi",Government of NCT of Delhi
SIH1613,Automated System for Career Advancements of the Faculties of Higher Education,Software,Smart Education,NULL,"Background: This problem requires an innovative approach to enhance the efficiency and transparency of faculty self-appraisal in the university settings. Through a robust web-based platform, the system should address the complexities associated with traditional evaluation processes. It should capture and manages intricate details of faculty activities, encompassing research publications, event participation, seminars, projects, and lectures. The project must aim to create a user-friendly environment for faculty members, optimizing the self-appraisal experience. Employing a secure registration and login system ensures data confidentiality and personalized access. The meticulous automated tracking of research outputs (as done automatically by google scholar) and academic engagements streamlines the evaluation process, providing a consolidated record for administrators. By introducing features for logging events, seminars. projects, and lectures, the system offers a holistic view of faculty contributions beyond the classroom. This comprehensive solution should aligns with the objectives of modernizing appraisal methodologies, fostering a culture of continuous improvement, and supporting Paperless India motive. Administrators, on the other hand, can leverage this data to make informed decisions about faculty development and resource allocation. University Administrators can log in to the Admin Panel and access all the form entries submitted by the faculty members. They can view all the details in the form, sort the form entries according to Name, Employee Code or Date of Submission. They can then download the form submission details in a PDF format. In contemporary academic institutions, the process of faculty self-appraisal plays a crucial role in ensuring quality education, fostering professional development, and aligning individual contributions with institutional goals. However, traditional appraisal methods often entail cumbersome paperwork, lack of transparency, and inefficiencies that can hinder comprehensive evaluation. This real-time application seeks to address these challenges by introducing a streamlined, web-based solution that enhances the efficiency and transparency of the appraisal process. This innovative platform should be designed to meticulously capture and manage a wide range of faculty activity, including research publications (automatically as done by google scholar), event participation, seminars, projects, and lectures. By leveraging technology, the system should provide a user-friendly interface that facilitates easy logging and tracking of academic contributions. The secure registration and login system should ensure that faculty data remains confidential and accessible only to authorized personnel. Moreover, the platform should support administrators by offering a consolidated view of faculty performance. The Admin Panel should enable administrators to access, Sort, and download detailed appraisal data, thereby supporting informed decision- making regarding Faculty development and resource allocation. This digital approach should not only modernizes the appraisal process but also it should aligns with the broader objective of promoting sustainable and paperless administrative practices. Detailed Description: In the dynamic landscape of higher education, the imperative for effective systems to evaluate and enhance faculty performance has become increasingly apparent. Existing approaches to faculty appraisal often lack transparency and a data-driven foundation, hindering the ability to recognize and promote excellence. This underscores the pressing need for an innovative solution. The “Automated System for Career Advancements of the Faculties of Higher Education"""" project should addresses this critical gap by introducing a comprehensive and dynamic platform. This application must empower faculty members to engage in a transparent and assessment self-driven of their professional activities. By facilitating documentation and evaluation of contributions in teaching, research, and community engagement, the system must offer a transformative approach to performance appraisal within university context. The project must offer numerous benefits to both faculty members and university administrators. Faculty should be able to maintain a detailed and organized record of their professional activities, helping them track progress and identify areas for improvement. Administrators, on the other hand, should leverage this data to make informed decisions about faculty development and resource allocation. Expected Solutions: The primary objectives of the """"Automated System for Career Advancements of the Faculties of Higher Education"""" are to alleviate the challenges inherent in traditional paper-based processes. This project must aim to streamline and modernize faculty self-appraisal by implementing a secure, user-friendly web-based platform. The key focus must be on reducing administrative burdens, minimizing time consumption through digital processes, and enhancing data accuracy. By centralizing faculty information, the system seeks to provide administrators with efficient tools for evaluation, contributing to a more transparent and accountable appraisal process. Ultimately, the project aims to optimize the overall faculty assessment experience, fostering a culture of continuous improvement in higher education institutions. REAL-TIME APPLICATION Faculty should be able to update their activities, such as research publications, event participation, and seminars, in real-time, eliminating delays associated with traditional methods. This dynamic system must ensure administrators have instant access to the latest information for timely and informed decision-making. The website's real-time capabilities enhance the overall efficiency of the faculty self-appraisal process, promoting a more agile and responsive approach to performance evaluation in the academic environment. SOFTWARE REQUIREMENT -Web Browser: Compatible web browser (e.g., Chrome, Firefox) for accessing and interacting with the Faculty Self-Appraisal Database Management Website. -Postman: Postman for testing API endpoints and ensuring seamless communication between the web application and server. -Git and GitHub: Git for version control and GitHub for collaborative development, facilitating efficient code management and collaboration. -VSCode: Visual Studio Code (VSCode) as the integrated development environment (IDE) for code editing, debugging, and project management during the development of the web application. HARDWARE REQUIREMENT -OS: Windows 10 or above or any other OS (e.g. Linux). -Processor (not minimum requirement): A modern quad-core or above for seamless and smooth development process of application. -RAM: At least 4 GB of available RAM to be able to run the Web App on the Browser. -GPU: Any GPU can be preferred. -Storage: Sufficient storage can be fulfilled by SSD or HDD. FUNCTIONAL REQUIREMENTS -User Authentication: Users must register and log in securely. Unique user profiles for faculty members and authorized administrators. -Data Collection Form: Implement a comprehensive """"SELF APPRAISAL FORM"""" for faculty activities. Capture personal and professional details in a user-friendly interface. -Manage Database: Establish a secure database to store faculty self- appraisal data. Ensure efficient data retrieval and management for evaluation purposes. -Client-Side Scripting: Employ client-side scripting (e.g., JavaScript) for dynamic and responsive user interfaces. Enhance user experience with real-time form validation and interactive features. -Server-Side Scripting: Utilize server-side scripting (e.g.. Node.js, Python) for processing and storing data securely. Enable seamless communication between the front-end and back-end components. -Event Logging: Enable faculty to log events, seminars, projects, and lectures for a comprehensive assessment. Capture details to provide insights into faculty contributions beyond traditional metrics NON - FUNCTIONAL REQUIREMENTS -Performance: The system must respond promptly to user interactions, with minimal latency during data retrieval and form submissions. -Scalability: The web application should accommodate an increasing number of users and data entries without compromising performance. -Reliability: Ensure high system availability with minimal downtime for routine maintenance, updates, or unforeseen issues. -Security: Implement robust security measures, including encryption and access controls, to protect sensitive faculty data and maintain user privacy. -Usability: The interface must be intuitive and user-friendly, requiring minimal training for faculty members and administrators to navigate and use the system efficiently. The implementation of the given problem must successfully address the longstanding challenges embedded in traditional paper-based faculty self-appraisal processes within higher education. The system must possess crucial features, such as secure user authentication, ensuring that faculty members and authorized administrators have unique and protected access to the platform. A comprehensive system should be seamlessly integrated, providing faculty members with a user-friendly interface to submit personal and professional details efficiently. The system must establishe a secure database, ensuring the confidentiality and integrity of faculty self-appraisal data. Robust client-side scripting, powered by JavaScript, it should enhance the user experience with dynamic and responsive interfaces, real-time form validation, and interactive features. Moreover, the system must include an admin panel that provides administrators with centralized access to all submitted appraisal forms. This panel must allow administrators to view, sort, and manage appraisal data efficiently. They can sort entries based on various criteria such as Name, Employee Code, or Date of Submission, streamlining the process of data retrieval and analysis. Additionally, administrators can download the submission details in PDF format, facilitating easy record-keeping and reporting.","University School of Information, Communication and Technology (USICT), Guru Gobind Singh Indraprastha University(GGSIPU), Government of NCT of Delhi",Government of NCT of Delhi
SIH1614,Publications summary generator for faculty members profile building,Software,Smart Education,NULL,"Description: 1. Background: For a much simplified and initial solution, input (publication record) can also be provided in a consolidated single bibtex file. However, it is desirable to provide input as an excel sheet, as mentioned earlier. 2. Description: The proposed solution should be able to crawl different popular academic databases, like Google Scholar, DBLP, etc. Often it is desired to have a publication record in a specific period for submission to various accrediting agencies by HEI's; therefore solution may have a provision for such customized queries. Expected solutions: The desired solution is required for generating publication summary for faculty profile showcase. Following are the identified inputs and expected outcomes Input: 1. Faculty names as mentioned in their respective academic profile (research papers) in an excel sheet 2. Year-wise publication record in journals which is exportable in words and excel 3. Year-wise publication record in conferences which is exportable in words and excel 4. Customized publication records in a particular duration","University School of Information, Communication and Technology (USICT), Guru Gobind Singh Indraprastha University(GGSIPU), Government of NCT of Delhi",Government of NCT of Delhi
SIH1615,Learning path dashboard for enhancing skills,Software,Smart Education,NULL,"Background: For a much simplified and initial solution, input (publication record) can also be provided in a consolidated single .bibtex file. However, it is desirable to provide input as an excel sheet, as mentioned earlier. Description: The proposed solution should be able. Instructor shall have educational resources files in different formats like pdf, word, etc. and hyper-links of relevant academic literature Expected solutions: The desired solution is required to: -Learning dashboard showing different reading statistics like reading time of a particular topic. Total finishing time of a particular skill. -The instructor should be able to easily create a learning path along with incorporating learning resources, as mentioned """"inputs."""" including videos. -Progress made by the learner should be continuously updated. -The desired solution must follow UX principles","University School of Information, Communication and Technology (USICT), Guru Gobind Singh Indraprastha University(GGSIPU), Government of NCT of Delhi",Government of NCT of Delhi
SIH1616,The technological solutions for capturing AQI values through mobile and other forms of stations,Software,Clean & Green Technology,NULL,"DPCC is using different stations at fixed sites for measurement of AQI and other pollution parameters. These fixed stations suffered from various limitations and generally do not give representative values e.g. station located near an industrial area will give higher readings due to proximity to such industrial area which may not be representative of the wider area. Similarly, a temporary construction site/activity near these fixed sites give higher pollution readings due to local reasons. The technological solutions may be required for capturing AQI values through mobile and other forms of stations. Drone would be one of the options where they can record real-time pollution parameters through on-board sensors.",Department of Information Technology,Government of NCT of Delhi
SIH1617,Dynamic route rationalization model based on machine learning/AI would be required based on real-time traffic and road parameters.,Software,Smart Automation,NULL,"Transport Sector - DTC is trying to work out various modules for route rationalization. The real-time monitoring of buses for effective route rationalization may be one of the challenges to prevent bunching of buses on a specific route or long delays in arrival of buses. The problem cannot be addressed by fixed time schedule owing to various factors like traffic Conditions, road conditions and other such factors. A dynamic route rationalization model based on machine learning/AI would be required based on real-time traffic and road parameters.",Department of Information Technology,Government of NCT of Delhi
SIH1618,Online monitoring of Unauthorized construction across the city,Software,Robotics and Drones,NULL,MCD is working on monitoring of unauthorized construction across th ecity. A viable and low cost solution is required e.g. Drone based surveys of swathes of land/areas as per defined time intervals will help real-time detection of unauthorized construction,Department of Information Technology,Government of NCT of Delhi
SIH1619,Online real-time survey and monitoring of water bodies in Delhi,Software,Miscellaneous,NULL,Technological solution for real-time survey and monitoring of water bodies in Delhi is one of the critical areas for rejuvenation of these water bodies,Department of Information Technology,Government of NCT of Delhi
SIH1620,Queuing models in OPDs/ availability of beds/ admission of patients. A hospital based solution is ideal which can be integrated with city wide module,Software,MedTech / BioTech / HealthTech,NULL,Technological solution as per queuing models in OPDs/availability of beds/admission of patients would be one area. Study of dispensation of various types of medicines/consumables and Inventory management modules at hospital level are key areas requiring support. NIC has already developed some modules but their implementation in Delhi is yet to be started. A hospital based solution is ideal which can be integrated with city wide module may be required.,Department of Information Technology,Government of NCT of Delhi
SIH1621,Online testing and monitoring of quality of medicines and consumables,Software,MedTech / BioTech / HealthTech,NULL,Suitable technological module for testing and monitoring of quality of medicines and consumables being received in hospitals would be required so that the system ensures necessary compilance and rejection of low quality supplies without manual intervention,Department of Information Technology,Government of NCT of Delhi
SIH1622,Online issuance of Caste and other certificates by Revenue Department need real-time monitoring,Software,Smart Automation,NULL,The issuance of Caste and other certificates by Revenue Department need real-time monitoring to evaluate the resource allocation and demand for such certificates. The allocation of resources at present is done without any analysis leading to huge backlogs in some Sub-divison where the application load is very high. Any effective monitoring at District and Central level with detailed evaluation shall enable providing better allocation of resources for issuanc of such certificates,Department of Information Technology,Government of NCT of Delhi
